strFullTimeStamp;strTimeStampDay;strInstanceName;strHash;numResources;dbMaxX;dbMaxY;iNumThreads;numTasks_UP;dbTasksDensity_UP;numSolutionsFound_UP;dblExecutionTime_UP;iTotServiced_UP;iTotUnserviced_UP;iNumVehiclesUsed_UP;dbTimeWinViolation_UP;dbOperationTime_UP;dbServiceTime_UP;dbWaitingTime_UP;dbTransportTime_UP;dbTotalCosts_UP;dbTraveledDistance_UP;numTasks_P;dbTasksDensity_P;numSolutionsFound_P;dblExecutionTime_P;iTotServiced_P;iTotUnserviced_P;iNumVehiclesUsed_P;dbTimeWinViolation_P;dbOperationTime_P;dbServiceTime_P;dbWaitingTime_P;dbTransportTime_P;dbTotalCosts_P;dbTraveledDistance_P;dbAbsExecTimeDiff;dbPerExecTimeDiff;dbAbsSrvcdTasksDiff;dbPerSrvcdTasksDiff;dbPrecision;dbRecall;dbAbsCorrectlyClassified;dbPerCorrectlyClassified;dbAbsUncorrectlyClassified;dbPerUncorrectlyClassified
28/05/2018 23.20.51;28/05/2018;output/C_Batch10_100_d01/CU8_100_10_30.xml;a81ff606;10;32,0;24,347365061787375;24;100;0,12835064460033152;2;7,978;84;16;10;0,0;5167,578525639482;4940,0;2,062389221209287;225,5161364182738;586,3419546875119;225,51613641827382;93;0,11936609947830831;2;5,706;84;9;10;0,0;5201,8845524021235;4948,0;5,007253239703232;248,87729916241932;472,86686840859693;248,87729916241943;-2,2719999999999994;-28,47831536725996;0,0;0,0;0,8230414746543778;0,85;85,0;85,0;15,0;15,0
28/05/2018 23.21.09;28/05/2018;output/C_Batch10_100_d01/CU8_100_10_31.xml;4e8581b4;10;29,68715217324965;23,450440908391528;24;100;0,1436416710279162;2;7,183;85;15;10;0,0;5276,932991484491;4931,0;43,68766006674741;302,2453314177459;755,6133285443642;302,24533141774566;96;0,13789600418679954;2;6,226;86;10;10;0,0;5272,515708930274;4896,0;51,78973748368355;324,72597144658937;649,4519428931785;324,72597144658926;-0,9569999999999999;-13,323124042879018;1,0;1,1764705882352942;0,8098958333333335;0,85;85,0;85,0;15,0;15,0
28/05/2018 23.21.29;28/05/2018;output/C_Batch10_100_d01/CU8_100_10_32.xml;405042b7;10;29,243582296336278;32,0;24;100;0,10686105307937972;2;7,116;85;15;10;0,0;5429,74360957062;5103,0;6,9219693911035165;319,82164017951584;799,5541004487905;319,8216401795162;96;0,10258661095620453;2;6,391;84;12;10;0,0;5426,241722385499;5083,0;6,651068978351077;336,5906534071471;740,4994374957228;336,5906534071467;-0,7249999999999996;-10,188308038223717;-1,0;-1,1764705882352942;0,8098958333333335;0,85;85,0;85,0;15,0;15,0
28/05/2018 23.21.49;28/05/2018;output/C_Batch10_100_d01/CU8_100_10_33.xml;d46b2c9c;10;23,94996529347111;32,0;24;100;0,13048035609687886;2;8,602;90;10;10;0,0;5508,993375117345;5092,0;17,0514662666248;399,94190885072015;799,8838177014411;399,94190885072055;94;0,12265153473106612;2;6,042;90;4;10;0,0;5442,405085648433;5067,0;26,860443457907763;348,5446421905244;487,96249906673313;348,54464219052363;-2,5600000000000005;-29,760520809114166;0,0;0,0;0,8567375886524822;0,88;88,0;88,0;12,0;12,0
28/05/2018 23.22.07;28/05/2018;output/C_Batch10_100_d01/CU8_100_10_34.xml;2f8305df;10;30,690120371561278;30,550446709963428;24;100;0,10665564422577523;2;9,346;82;18;10;0,0;5173,819179681432;4739,0;51,52836212715937;383,29081755427256;1073,2142891519618;383,29081755427205;89;0,09492352336093995;2;5,342;83;6;10;0,0;5246,771347605724;4826,0;0,0;420,7713476057242;673,2341561691585;420,77134760572403;-4,0040000000000004;-42,84185747913546;1,0;1,2195121951219512;0,8076200204290092;0,83;83,0;83,0;17,0;17,0
28/05/2018 23.22.23;28/05/2018;output/C_Batch10_100_d01/CU8_100_10_35.xml;e3398c0e;10;31,27551414180271;31,14953586980327;24;100;0,10264645664727293;2;7,489;91;9;10;0,0;5321,280716786305;4988,0;50,396378513209015;282,8843382730954;537,480242718882;282,88433827309575;97;0,09956706294785474;2;6,614;91;6;10;0,0;5265,350396391967;5011,0;0,0;254,35039639196737;406,96063422714786;254,35039639196742;-0,875;-11,68380291093604;0,0;0,0;0,9043298969072165;0,92;92,0;92,0;8,0;8,0
28/05/2018 23.22.43;28/05/2018;output/C_Batch10_100_d01/CU8_100_10_36.xml;648a25c3;10;32,0;28,9361781722631;24;100;0,10799629382277864;2;7,365;87;13;10;0,0;5323,600186856392;4923,0;28,01537932392182;372,5848075324701;856,9450573246817;372,5848075324703;92;0,09935659031695636;2;5,769;87;5;10;0,0;5374,748507711656;4978,0;23,143081539373043;373,60542617228236;560,4081392584244;373,60542617228293;-1,596;-21,670061099796335;0,0;0,0;0,8755978260869565;0,89;89,0;89,0;11,0;11,0
28/05/2018 23.23.01;28/05/2018;output/C_Batch10_100_d01/CU8_100_10_37.xml;ae93c14d;10;28,436777391645684;32,0;24;100;0,10989290231311795;2;7,396;84;16;10;0,0;5055,308832589982;4733,0;7,391229041939937;314,91760354804154;818,7857692249077;314,91760354804137;95;0,10439825719746204;2;5,899;84;11;10;0,0;5027,569800857071;4751,0;4,0101314559143475;272,55966940115593;572,3753057424278;272,5596694011561;-1,4969999999999999;-20,24067063277447;0,0;0,0;0,8618947368421053;0,87;87,0;87,0;13,0;13,0
28/05/2018 23.23.19;28/05/2018;output/C_Batch10_100_d01/CU8_100_10_38.xml;4786eaab;10;32,0;20,2857122799646;24;100;0,15404931100627114;2;7,199;87;13;10;0,0;5403,189423573462;5083,0;16,642645377728286;303,5467781957331;698,1575898501858;303,54677819573294;91;0,14018487301570673;2;5,668;87;4;10;0,0;5408,8892494719985;5054,0;26,637857300012513;328,2513921719871;459,55194904078076;328,25139217198625;-1,5309999999999997;-21,26684261703014;0,0;0,0;0,8177289377289376;0,84;84,0;84,0;16,0;16,0
28/05/2018 23.23.36;28/05/2018;output/C_Batch10_100_d01/CU8_100_10_39.xml;8f87ae79;10;27,35223022199913;32,0;24;100;0,1142502814080072;2;7,48;82;18;10;0,0;5152,514233297043;4792,0;32,85757045696812;327,6566628400735;917,4386559522062;327,65666284007364;94;0,10739526452352678;2;6,268;82;12;10;0,0;5109,167904572538;4809,0;13,666908829815611;286,50099574272156;630,3021906339875;286,5009957427216;-1,2120000000000006;-16,20320855614974;0,0;0,0;0,8178723404255319;0,84;84,0;84,0;16,0;16,0
